Model,micro_recall,macro_recall,confusion_matrix
304,0.8637,0.8165,"[[1180, 32, 127], [10, 107, 35], [101, 81, 1158]]"
305,0.8668,0.8187,"[[1179, 30, 130], [9, 107, 36], [96, 76, 1168]]"
306,0.8668,0.8129,"[[1179, 28, 132], [11, 104, 37], [98, 71, 1171]]"
307,0.8651,0.8136,"[[1180, 33, 126], [10, 105, 37], [96, 80, 1164]]"
308,0.8672,0.8131,"[[1182, 32, 125], [10, 104, 38], [98, 73, 1169]]"
309,0.8658,0.8141,"[[1179, 30, 130], [10, 105, 37], [98, 75, 1167]]"
310,0.8679,0.8175,"[[1180, 33, 126], [10, 106, 36], [96, 73, 1171]]"
311,0.8665,0.8165,"[[1178, 34, 127], [10, 106, 36], [98, 73, 1169]]"
312,0.8647,0.8133,"[[1179, 36, 124], [10, 105, 37], [97, 79, 1164]]"
313,0.8668,0.8148,"[[1179, 31, 129], [10, 105, 37], [97, 73, 1170]]"
314,0.8647,0.8114,"[[1178, 33, 128], [10, 104, 38], [97, 77, 1166]]"
315,0.8654,0.8119,"[[1179, 34, 126], [11, 104, 37], [98, 75, 1167]]"
316,0.8665,0.8146,"[[1180, 31, 128], [10, 105, 37], [95, 77, 1168]]"
317,0.8665,0.8146,"[[1177, 34, 128], [10, 105, 37], [96, 73, 1171]]"
318,0.8661,0.8182,"[[1178, 33, 128], [10, 107, 35], [100, 73, 1167]]"
319,0.8637,0.8145,"[[1175, 34, 130], [10, 106, 36], [95, 81, 1164]]"
320,0.8665,0.8185,"[[1179, 33, 127], [10, 107, 35], [96, 77, 1167]]"
321,0.8647,0.8172,"[[1178, 34, 127], [10, 107, 35], [97, 80, 1163]]"
322,0.8644,0.8150,"[[1176, 34, 129], [10, 106, 36], [101, 74, 1165]]"
323,0.8622,0.8135,"[[1174, 36, 129], [10, 106, 36], [99, 80, 1161]]"
324,0.8637,0.8165,"[[1176, 37, 126], [10, 107, 35], [96, 82, 1162]]"
325,0.8651,0.8175,"[[1176, 35, 128], [10, 107, 35], [96, 78, 1166]]"
326,0.8637,0.8165,"[[1176, 35, 128], [10, 107, 35], [96, 82, 1162]]"
327,0.8640,0.8187,"[[1175, 35, 129], [10, 108, 34], [97, 80, 1163]]"
328,0.8640,0.8167,"[[1177, 36, 126], [10, 107, 35], [98, 80, 1162]]"
329,0.8640,0.8187,"[[1173, 35, 131], [10, 108, 34], [98, 77, 1165]]"
330,0.8626,0.8138,"[[1176, 37, 126], [11, 106, 35], [97, 83, 1160]]"
331,0.8619,0.8094,"[[1174, 39, 126], [12, 104, 36], [95, 83, 1162]]"
332,0.8612,0.8128,"[[1173, 40, 126], [10, 106, 36], [94, 87, 1159]]"
333,0.8629,0.8160,"[[1176, 40, 123], [10, 107, 35], [96, 84, 1160]]"
334,0.8619,0.8133,"[[1176, 37, 126], [10, 106, 36], [101, 81, 1158]]"
335,0.8644,0.8150,"[[1177, 35, 127], [11, 106, 35], [96, 80, 1164]]"
336,0.8640,0.8109,"[[1176, 36, 127], [11, 104, 37], [96, 78, 1166]]"
337,0.8626,0.8118,"[[1175, 38, 126], [10, 105, 37], [97, 81, 1162]]"
338,0.8633,0.8123,"[[1176, 35, 128], [11, 105, 36], [98, 79, 1163]]"
339,0.8633,0.8143,"[[1176, 39, 124], [10, 106, 36], [98, 80, 1162]]"
340,0.8651,0.8136,"[[1175, 35, 129], [10, 105, 37], [97, 74, 1169]]"
341,0.8615,0.7994,"[[1173, 34, 132], [12, 99, 41], [98, 75, 1167]]"
342,0.8608,0.8047,"[[1172, 36, 131], [11, 102, 39], [103, 74, 1163]]"
343,0.8633,0.8026,"[[1175, 35, 129], [10, 100, 42], [98, 73, 1169]]"
344,0.8605,0.7909,"[[1176, 37, 126], [12, 95, 45], [99, 76, 1165]]"
345,0.8608,0.7931,"[[1175, 35, 129], [12, 96, 44], [95, 79, 1166]]"
346,0.8637,0.8009,"[[1176, 38, 125], [10, 99, 43], [95, 75, 1170]]"
347,0.8619,0.7958,"[[1175, 38, 126], [11, 97, 44], [95, 77, 1168]]"
348,0.8615,0.7994,"[[1177, 37, 125], [10, 99, 43], [95, 82, 1163]]"
349,0.8612,0.7953,"[[1175, 37, 127], [12, 97, 43], [96, 78, 1166]]"
350,0.8622,0.7999,"[[1176, 38, 125], [11, 99, 42], [96, 78, 1166]]"
351,0.8644,0.8053,"[[1178, 36, 125], [11, 101, 40], [96, 76, 1168]]"
352,0.8644,0.8053,"[[1176, 37, 126], [11, 101, 40], [95, 75, 1170]]"
353,0.8644,0.8092,"[[1176, 37, 126], [10, 103, 39], [94, 78, 1168]]"
354,0.8647,0.8017,"[[1177, 36, 126], [11, 99, 42], [95, 73, 1172]]"
355,0.8644,0.7975,"[[1179, 38, 122], [12, 97, 43], [95, 74, 1171]]"
356,0.8612,0.8011,"[[1177, 36, 126], [10, 100, 42], [99, 80, 1161]]"
357,0.8647,0.8075,"[[1177, 38, 124], [10, 102, 40], [97, 74, 1169]]"
358,0.8644,0.8033,"[[1177, 35, 127], [11, 100, 41], [98, 72, 1170]]"
359,0.8647,0.7997,"[[1178, 34, 127], [12, 98, 42], [95, 73, 1172]]"
360,0.8644,0.8092,"[[1175, 36, 128], [10, 103, 39], [96, 75, 1169]]"
361,0.8658,0.8121,"[[1177, 37, 125], [10, 104, 38], [96, 74, 1170]]"
362,0.8626,0.8002,"[[1178, 34, 127], [11, 99, 42], [97, 78, 1165]]"
363,0.8633,0.8026,"[[1175, 38, 126], [11, 100, 41], [96, 75, 1169]]"
364,0.8644,0.8053,"[[1175, 34, 130], [11, 101, 40], [96, 73, 1171]]"
365,0.8658,0.8082,"[[1177, 34, 128], [10, 102, 40], [95, 73, 1172]]"
366,0.8672,0.8092,"[[1178, 35, 126], [12, 102, 38], [94, 71, 1175]]"
367,0.8644,0.8092,"[[1178, 35, 126], [11, 103, 38], [98, 76, 1166]]"
368,0.8654,0.8119,"[[1179, 35, 125], [11, 104, 37], [95, 78, 1167]]"
369,0.8654,0.8080,"[[1178, 34, 127], [11, 102, 39], [97, 73, 1170]]"
370,0.8647,0.8094,"[[1177, 37, 125], [10, 103, 39], [96, 76, 1168]]"
371,0.8675,0.8114,"[[1179, 36, 124], [11, 103, 38], [94, 72, 1174]]"
372,0.8640,0.8050,"[[1177, 38, 124], [11, 101, 40], [97, 75, 1168]]"
373,0.8651,0.8077,"[[1176, 35, 128], [11, 102, 39], [94, 75, 1171]]"
374,0.8622,0.8038,"[[1175, 36, 128], [10, 101, 41], [97, 78, 1165]]"
375,0.8651,0.8058,"[[1176, 34, 129], [12, 101, 39], [98, 70, 1172]]"
376,0.8668,0.8129,"[[1178, 37, 124], [10, 104, 38], [99, 69, 1172]]"
377,0.8637,0.8009,"[[1178, 37, 124], [11, 99, 42], [98, 74, 1168]]"
378,0.8658,0.8043,"[[1178, 35, 126], [11, 100, 41], [96, 71, 1173]]"
379,0.8647,0.8075,"[[1178, 35, 126], [11, 102, 39], [99, 73, 1168]]"
380,0.8661,0.8104,"[[1176, 34, 129], [11, 103, 38], [96, 71, 1173]]"
381,0.8647,0.8017,"[[1176, 35, 128], [11, 99, 42], [95, 72, 1173]]"
382,0.8654,0.8021,"[[1177, 37, 125], [10, 99, 43], [97, 69, 1174]]"
383,0.8647,0.8055,"[[1174, 36, 129], [12, 101, 39], [97, 70, 1173]]"
384,0.8654,0.8060,"[[1177, 36, 126], [11, 101, 40], [95, 73, 1172]]"
385,0.8668,0.8070,"[[1179, 37, 123], [11, 101, 40], [97, 69, 1174]]"
386,0.8658,0.8082,"[[1176, 35, 128], [11, 102, 39], [96, 71, 1173]]"
387,0.8637,0.8067,"[[1172, 36, 131], [11, 102, 39], [96, 73, 1171]]"
388,0.8651,0.8038,"[[1173, 36, 130], [11, 100, 41], [98, 66, 1176]]"
389,0.8644,0.7936,"[[1177, 36, 126], [12, 95, 45], [101, 64, 1175]]"
390,0.8682,0.8177,"[[1173, 38, 128], [10, 106, 36], [96, 65, 1179]]"
391,0.8679,0.8175,"[[1175, 37, 127], [10, 106, 36], [98, 66, 1176]]"
392,0.8693,0.8185,"[[1177, 35, 127], [10, 106, 36], [97, 65, 1178]]"
393,0.8675,0.8192,"[[1178, 35, 126], [10, 107, 35], [97, 72, 1171]]"
394,0.8675,0.8192,"[[1180, 36, 123], [10, 107, 35], [97, 74, 1169]]"
395,0.8668,0.8187,"[[1178, 35, 126], [9, 107, 36], [99, 72, 1169]]"
396,0.8651,0.8194,"[[1174, 37, 128], [10, 108, 34], [97, 76, 1167]]"
397,0.8651,0.8175,"[[1174, 35, 130], [9, 107, 36], [96, 76, 1168]]"
398,0.8661,0.8201,"[[1176, 35, 128], [9, 108, 35], [98, 74, 1168]]"
399,0.8672,0.8189,"[[1178, 33, 128], [9, 107, 36], [99, 71, 1170]]"
400,0.8690,0.8202,"[[1179, 34, 126], [10, 107, 35], [96, 70, 1174]]"
401,0.8672,0.8209,"[[1176, 38, 125], [9, 108, 35], [98, 71, 1171]]"
402,0.8658,0.8180,"[[1176, 36, 127], [9, 107, 36], [96, 76, 1168]]"
403,0.8679,0.8194,"[[1180, 36, 123], [9, 107, 36], [99, 71, 1170]]"
404,0.8672,0.8209,"[[1175, 37, 127], [9, 108, 35], [98, 70, 1172]]"
405,0.8654,0.8177,"[[1174, 36, 129], [10, 107, 35], [98, 73, 1169]]"
406,0.8665,0.8184,"[[1177, 37, 125], [9, 107, 36], [98, 73, 1169]]"
407,0.8654,0.8196,"[[1175, 36, 128], [9, 108, 35], [97, 76, 1167]]"
408,0.8668,0.8206,"[[1176, 38, 125], [9, 108, 35], [96, 74, 1170]]"
409,0.8665,0.8184,"[[1176, 36, 127], [10, 107, 35], [97, 73, 1170]]"
410,0.8682,0.8216,"[[1177, 37, 125], [9, 108, 35], [97, 70, 1173]]"
411,0.8675,0.8211,"[[1176, 36, 127], [9, 108, 35], [97, 71, 1172]]"
412,0.8679,0.8214,"[[1179, 35, 125], [9, 108, 35], [98, 72, 1170]]"
413,0.8679,0.8214,"[[1177, 35, 127], [9, 108, 35], [97, 71, 1172]]"
414,0.8704,0.8231,"[[1178, 36, 125], [9, 108, 35], [96, 66, 1178]]"
415,0.8668,0.8187,"[[1177, 36, 126], [9, 107, 36], [97, 73, 1170]]"
416,0.8672,0.8170,"[[1174, 37, 128], [9, 106, 37], [95, 70, 1175]]"
417,0.8661,0.8182,"[[1173, 37, 129], [9, 107, 36], [97, 71, 1172]]"
418,0.8675,0.8211,"[[1175, 37, 127], [9, 108, 35], [98, 69, 1173]]"
419,0.8679,0.8175,"[[1176, 35, 128], [9, 106, 37], [95, 70, 1175]]"
420,0.8690,0.8221,"[[1177, 35, 127], [9, 108, 35], [94, 71, 1175]]"
421,0.8675,0.8173,"[[1178, 35, 126], [10, 106, 36], [97, 71, 1172]]"
422,0.8672,0.8209,"[[1175, 35, 129], [9, 108, 35], [97, 71, 1172]]"
423,0.8661,0.8182,"[[1176, 36, 127], [9, 107, 36], [98, 73, 1169]]"
424,0.8665,0.8204,"[[1177, 36, 126], [9, 108, 35], [97, 75, 1168]]"
425,0.8668,0.8206,"[[1177, 34, 128], [9, 108, 35], [99, 72, 1169]]"
426,0.8672,0.8170,"[[1179, 36, 124], [9, 106, 37], [99, 71, 1170]]"
427,0.8675,0.8211,"[[1175, 36, 128], [9, 108, 35], [94, 73, 1173]]"
428,0.8679,0.8214,"[[1178, 36, 125], [9, 108, 35], [97, 72, 1171]]"
429,0.8665,0.8184,"[[1174, 37, 128], [9, 107, 36], [98, 70, 1172]]"
430,0.8682,0.8236,"[[1176, 38, 125], [9, 109, 34], [98, 69, 1173]]"
431,0.8661,0.8201,"[[1176, 35, 128], [10, 108, 34], [97, 75, 1168]]"
432,0.8679,0.8175,"[[1180, 35, 124], [10, 106, 36], [96, 73, 1171]]"
433,0.8679,0.8194,"[[1176, 37, 126], [10, 107, 35], [99, 67, 1174]]"
434,0.8682,0.8177,"[[1179, 36, 124], [9, 106, 37], [99, 68, 1173]]"
435,0.8675,0.8211,"[[1177, 37, 125], [9, 108, 35], [99, 70, 1171]]"
436,0.8675,0.8192,"[[1178, 36, 125], [10, 107, 35], [98, 71, 1171]]"
437,0.8672,0.8189,"[[1177, 37, 125], [9, 107, 36], [97, 72, 1171]]"
438,0.8675,0.8192,"[[1176, 37, 126], [10, 107, 35], [99, 68, 1173]]"
439,0.8679,0.8175,"[[1177, 37, 125], [10, 106, 36], [98, 68, 1174]]"
440,0.8665,0.8184,"[[1177, 37, 125], [10, 107, 35], [98, 73, 1169]]"
441,0.8668,0.8168,"[[1176, 36, 127], [10, 106, 36], [98, 70, 1172]]"
442,0.8675,0.8192,"[[1177, 35, 127], [9, 107, 36], [100, 68, 1172]]"
443,0.8672,0.8189,"[[1178, 37, 124], [9, 107, 36], [98, 72, 1170]]"
444,0.8679,0.8156,"[[1177, 36, 126], [10, 105, 37], [98, 67, 1175]]"
445,0.8686,0.8180,"[[1178, 37, 124], [10, 106, 36], [96, 69, 1175]]"
446,0.8682,0.8197,"[[1177, 37, 125], [11, 107, 34], [95, 71, 1174]]"
447,0.8672,0.8209,"[[1177, 36, 126], [9, 108, 35], [100, 70, 1170]]"
448,0.8668,0.8168,"[[1177, 37, 125], [9, 106, 37], [99, 70, 1171]]"
449,0.8668,0.8168,"[[1176, 37, 126], [10, 106, 36], [99, 69, 1172]]"
450,0.8679,0.8175,"[[1176, 36, 127], [10, 106, 36], [98, 67, 1175]]"
451,0.8682,0.8197,"[[1180, 35, 124], [10, 107, 35], [99, 70, 1171]]"
452,0.8675,0.8192,"[[1177, 37, 125], [9, 107, 36], [99, 69, 1172]]"
453,0.8661,0.8124,"[[1178, 37, 124], [10, 104, 38], [99, 71, 1170]]"
454,0.8686,0.8199,"[[1178, 38, 123], [9, 107, 36], [96, 70, 1174]]"
455,0.8682,0.8197,"[[1177, 38, 124], [9, 107, 36], [97, 69, 1174]]"
456,0.8668,0.8187,"[[1179, 36, 124], [9, 107, 36], [100, 72, 1168]]"
457,0.8690,0.8182,"[[1179, 37, 123], [9, 106, 37], [96, 69, 1175]]"
458,0.8690,0.8221,"[[1178, 37, 124], [9, 108, 35], [101, 65, 1174]]"
459,0.8672,0.8151,"[[1179, 36, 124], [9, 105, 38], [100, 69, 1171]]"
460,0.8668,0.8187,"[[1177, 37, 125], [9, 107, 36], [100, 70, 1170]]"
461,0.8675,0.8153,"[[1176, 37, 126], [10, 105, 37], [97, 68, 1175]]"
462,0.8665,0.8107,"[[1179, 36, 124], [10, 103, 39], [101, 68, 1171]]"
463,0.8665,0.8184,"[[1177, 36, 126], [10, 107, 35], [101, 70, 1169]]"
464,0.8686,0.8141,"[[1178, 38, 123], [10, 104, 38], [99, 64, 1177]]"
465,0.8651,0.8116,"[[1178, 37, 124], [10, 104, 38], [99, 74, 1167]]"
466,0.8672,0.8151,"[[1179, 37, 123], [10, 105, 37], [100, 69, 1171]]"
467,0.8675,0.8173,"[[1179, 37, 123], [9, 106, 37], [100, 69, 1171]]"
468,0.8647,0.8114,"[[1177, 36, 126], [10, 104, 38], [99, 74, 1167]]"
469,0.8675,0.8114,"[[1178, 36, 125], [10, 103, 39], [98, 67, 1175]]"
470,0.8661,0.8143,"[[1175, 36, 128], [10, 105, 37], [101, 67, 1172]]"
471,0.8682,0.8197,"[[1178, 37, 124], [10, 107, 35], [97, 70, 1173]]"
472,0.8697,0.8207,"[[1178, 36, 125], [10, 107, 35], [97, 66, 1177]]"
473,0.8654,0.8138,"[[1177, 37, 125], [9, 105, 38], [100, 72, 1168]]"
474,0.8668,0.8168,"[[1178, 37, 124], [9, 106, 37], [99, 71, 1170]]"
475,0.8668,0.8168,"[[1178, 37, 124], [9, 106, 37], [100, 70, 1170]]"
476,0.8679,0.8214,"[[1176, 37, 126], [10, 108, 34], [99, 68, 1173]]"
477,0.8668,0.8168,"[[1177, 37, 125], [10, 106, 36], [102, 67, 1171]]"
478,0.8668,0.8129,"[[1178, 36, 125], [11, 104, 37], [101, 67, 1172]]"
479,0.8658,0.8141,"[[1175, 37, 127], [10, 105, 37], [100, 69, 1171]]"
480,0.8672,0.8228,"[[1179, 36, 124], [9, 109, 34], [102, 71, 1167]]"
481,0.8665,0.8126,"[[1178, 36, 125], [10, 104, 38], [102, 67, 1171]]"
482,0.8665,0.8146,"[[1176, 36, 127], [10, 105, 37], [100, 68, 1172]]"
483,0.8672,0.8170,"[[1178, 38, 123], [10, 106, 36], [99, 70, 1171]]"
484,0.8686,0.8180,"[[1178, 38, 123], [10, 106, 36], [98, 67, 1175]]"
485,0.8675,0.8153,"[[1177, 37, 125], [10, 105, 37], [99, 67, 1174]]"
486,0.8682,0.8139,"[[1178, 37, 124], [10, 104, 38], [98, 66, 1176]]"
487,0.8686,0.8180,"[[1176, 37, 126], [10, 106, 36], [97, 66, 1177]]"
488,0.8679,0.8175,"[[1179, 37, 123], [10, 106, 36], [99, 69, 1172]]"
489,0.8668,0.8129,"[[1177, 37, 125], [10, 104, 38], [99, 68, 1173]]"
490,0.8679,0.8194,"[[1179, 39, 121], [10, 107, 35], [99, 70, 1171]]"
491,0.8672,0.8170,"[[1177, 37, 125], [10, 106, 36], [102, 66, 1172]]"
492,0.8682,0.8197,"[[1179, 36, 124], [10, 107, 35], [99, 69, 1172]]"
493,0.8675,0.8153,"[[1179, 37, 123], [10, 105, 37], [100, 68, 1172]]"
494,0.8686,0.8180,"[[1178, 37, 124], [10, 106, 36], [98, 67, 1175]]"
495,0.8658,0.8141,"[[1177, 38, 124], [10, 105, 37], [101, 70, 1169]]"
496,0.8686,0.8199,"[[1178, 38, 123], [9, 107, 36], [101, 65, 1174]]"
497,0.8682,0.8177,"[[1178, 36, 125], [10, 106, 36], [100, 66, 1174]]"
498,0.8672,0.8131,"[[1179, 37, 123], [10, 104, 38], [98, 70, 1172]]"
499,0.8668,0.8129,"[[1179, 36, 124], [10, 104, 38], [101, 68, 1171]]"
