Model,GOF Precision,LOF Precision,Neutral Precision,GOF Recall,LOF Recall,Neutral Recall,Neutral MCC,GOF MCC,LOF MCC,GOF F1,LOF F1,Neutral F1,Neutral AP,GOF AP,LOF AP
174,0.69,0.85,0.93,0.24,0.92,0.92,0.8526,0.3876,0.7737,0.35,0.88,0.92,0.9764811363513872,0.49058398462774183,0.9421174095567123
175,0.75,0.85,0.93,0.25,0.93,0.92,0.8561,0.4155,0.781,0.37,0.89,0.92,0.976266136689192,0.5182568801064826,0.9410740869343247
176,0.66,0.85,0.93,0.24,0.92,0.91,0.8512,0.3826,0.7725,0.36,0.88,0.92,0.9763689719350648,0.5157407525983266,0.9431287955078183
177,0.72,0.85,0.93,0.27,0.93,0.92,0.8554,0.4233,0.7818,0.39,0.89,0.92,0.9761191930199239,0.5293386132956024,0.9424211989060067
178,0.7,0.85,0.93,0.26,0.92,0.92,0.8533,0.4121,0.7781,0.38,0.89,0.92,0.9760902737793312,0.5204573714796508,0.9415369378982092
179,0.75,0.85,0.92,0.26,0.92,0.92,0.8512,0.4296,0.7771,0.39,0.89,0.92,0.9762069209536568,0.5425615191675967,0.9430225449010616
180,0.73,0.86,0.93,0.29,0.92,0.92,0.854,0.4437,0.7803,0.42,0.89,0.92,0.9763269938536991,0.5704143491859268,0.943923149133708
181,0.65,0.85,0.93,0.26,0.92,0.92,0.8561,0.3893,0.7757,0.37,0.88,0.92,0.976291650989894,0.523156050806441,0.9434519236882996
182,0.71,0.85,0.93,0.26,0.92,0.92,0.8547,0.4093,0.7776,0.38,0.89,0.92,0.9760380986913494,0.5095694672536153,0.941144412820957
183,0.71,0.86,0.93,0.26,0.92,0.92,0.859,0.4163,0.7828,0.38,0.89,0.93,0.9760500634496232,0.5077045386727609,0.9419874305433208
184,0.68,0.85,0.93,0.26,0.92,0.92,0.8554,0.401,0.7787,0.37,0.89,0.92,0.9759111581001294,0.5166933403403323,0.9417802994093226
185,0.67,0.85,0.93,0.25,0.92,0.92,0.8547,0.3898,0.775,0.36,0.88,0.92,0.9762507823013321,0.523717129099386,0.9422651431728567
186,0.7,0.85,0.93,0.22,0.92,0.92,0.8561,0.3738,0.7796,0.33,0.89,0.92,0.9760718728582393,0.49312101356841553,0.9407651598618778
187,0.67,0.85,0.93,0.23,0.92,0.92,0.8561,0.3759,0.7771,0.34,0.89,0.92,0.9764052508766368,0.4967248539057771,0.9420794776516856
188,0.57,0.85,0.93,0.23,0.92,0.92,0.854,0.3424,0.7699,0.33,0.88,0.92,0.9765748271044368,0.501831356814819,0.9417981953230139
189,0.62,0.85,0.93,0.23,0.92,0.92,0.8561,0.3601,0.776,0.34,0.89,0.92,0.97626185708018,0.5030022963317232,0.9411028620557065
190,0.67,0.85,0.93,0.22,0.92,0.92,0.8561,0.3649,0.778,0.33,0.89,0.92,0.9762452856427419,0.4922278381098208,0.9404764532795806
191,0.7,0.85,0.93,0.23,0.92,0.92,0.8526,0.3845,0.7739,0.35,0.88,0.92,0.9767383446825295,0.49213495440314425,0.9404135339403225
192,0.63,0.85,0.92,0.2,0.92,0.92,0.8505,0.3409,0.7682,0.31,0.88,0.92,0.9763719441238475,0.4783254871108761,0.93897591093743
193,0.72,0.85,0.93,0.27,0.92,0.92,0.854,0.4233,0.7785,0.39,0.89,0.92,0.9766391178076145,0.5343554909791572,0.941051475709979
194,0.65,0.85,0.93,0.21,0.92,0.92,0.8576,0.3529,0.7768,0.32,0.89,0.92,0.976656257564769,0.4887837748167077,0.9402663160594902
195,0.7,0.85,0.93,0.24,0.92,0.92,0.8568,0.3949,0.7787,0.36,0.89,0.92,0.9766187294771894,0.506398084078148,0.940985664124992
196,0.67,0.85,0.93,0.24,0.92,0.92,0.8583,0.3866,0.7785,0.36,0.89,0.93,0.9768565884739178,0.4942277075985708,0.9411516588485704
197,0.74,0.86,0.93,0.26,0.92,0.92,0.8576,0.425,0.7829,0.39,0.89,0.92,0.9766038898277449,0.515663265340132,0.939539584054847
198,0.71,0.85,0.93,0.26,0.92,0.92,0.8583,0.4093,0.7815,0.38,0.89,0.92,0.9768435602538181,0.5354714587201781,0.9407601702053718
199,0.67,0.85,0.93,0.25,0.92,0.92,0.854,0.3898,0.7744,0.36,0.88,0.92,0.9763650784286687,0.4991544349598168,0.9400686206437692
200,0.65,0.85,0.93,0.21,0.92,0.92,0.8554,0.3529,0.775,0.32,0.88,0.92,0.9766065758465984,0.4883228695681959,0.9392460849966884
201,0.68,0.85,0.93,0.2,0.92,0.92,0.8519,0.3501,0.7721,0.31,0.88,0.92,0.976571536000802,0.48706538632432633,0.9397222567836941
202,0.69,0.85,0.93,0.25,0.92,0.92,0.8512,0.3979,0.7716,0.37,0.88,0.92,0.9770202893221799,0.5425706116248457,0.9412002104660272
203,0.71,0.85,0.92,0.21,0.92,0.92,0.8519,0.3707,0.7726,0.32,0.88,0.92,0.9768938223620702,0.48666397181842636,0.939659805314072
204,0.72,0.85,0.93,0.27,0.92,0.92,0.8547,0.4233,0.7822,0.39,0.89,0.92,0.9768534149775031,0.5544833461342648,0.9414466170734599
205,0.73,0.85,0.93,0.24,0.92,0.92,0.8526,0.401,0.7748,0.36,0.88,0.92,0.9767584689674051,0.5278586116521258,0.9403886032842512
206,0.74,0.85,0.93,0.26,0.93,0.92,0.8561,0.425,0.782,0.39,0.89,0.92,0.9768255783902411,0.5595706764385148,0.9414118652806519
207,0.71,0.85,0.93,0.26,0.92,0.92,0.8568,0.4163,0.7809,0.38,0.89,0.92,0.9768553664996817,0.5384277153117405,0.9415860121611987
208,0.71,0.85,0.93,0.26,0.92,0.92,0.8547,0.4163,0.7803,0.38,0.89,0.92,0.9768962641425121,0.5637296414973026,0.9419745885846587
209,0.75,0.86,0.93,0.3,0.92,0.92,0.8568,0.4546,0.786,0.42,0.89,0.92,0.9767130126737664,0.5697605292151773,0.9419009143898629
210,0.77,0.85,0.92,0.28,0.92,0.92,0.8519,0.4501,0.7799,0.41,0.89,0.92,0.9764783537565462,0.5491432096848168,0.941543461642864
211,0.74,0.86,0.93,0.32,0.92,0.92,0.8554,0.4657,0.7853,0.44,0.89,0.92,0.9768841229028038,0.5596205715080957,0.943543638700651
212,0.72,0.85,0.93,0.27,0.92,0.92,0.8533,0.4233,0.7796,0.39,0.89,0.92,0.9766966717149205,0.5458470393952719,0.9421382389257997
213,0.72,0.85,0.92,0.28,0.92,0.92,0.8498,0.4328,0.7763,0.41,0.89,0.92,0.9765942292281881,0.5450245023722943,0.940364500795146
214,0.7,0.85,0.93,0.22,0.92,0.92,0.8526,0.3738,0.7735,0.33,0.88,0.92,0.9768351443143205,0.540979321863912,0.9427530463798989
215,0.72,0.85,0.93,0.26,0.92,0.92,0.8547,0.4136,0.7788,0.38,0.89,0.92,0.976815754079115,0.5565109557618192,0.9421460706706559
216,0.78,0.85,0.93,0.3,0.93,0.92,0.8554,0.4699,0.7846,0.44,0.89,0.92,0.9771640713196774,0.5676298751441938,0.9436978990270134
217,0.66,0.85,0.93,0.24,0.92,0.92,0.8554,0.3826,0.7754,0.36,0.88,0.92,0.9770870011955286,0.533432710032228,0.943325460089291
218,0.76,0.85,0.93,0.26,0.92,0.92,0.8547,0.4272,0.7796,0.38,0.89,0.92,0.9770648788503378,0.5778808569415433,0.9437529339604488
219,0.74,0.85,0.93,0.24,0.93,0.92,0.8576,0.4083,0.7821,0.37,0.89,0.92,0.9771448652990298,0.542553327904538,0.9429014655785205
220,0.67,0.85,0.93,0.26,0.92,0.92,0.8568,0.4002,0.7791,0.38,0.89,0.92,0.9770406704537514,0.5299871298192474,0.9432556931446736
221,0.68,0.85,0.93,0.26,0.92,0.92,0.8519,0.401,0.7753,0.37,0.88,0.92,0.9771326552810187,0.502886281264844,0.940893970015001
222,0.71,0.85,0.93,0.24,0.92,0.92,0.8547,0.3919,0.7769,0.35,0.89,0.92,0.977026661181958,0.5389773193972481,0.9399936890827899
223,0.65,0.85,0.93,0.22,0.92,0.92,0.8554,0.3565,0.7747,0.33,0.88,0.92,0.9772331651238797,0.5309481623792722,0.940717417574082
224,0.74,0.85,0.92,0.23,0.92,0.92,0.8519,0.3983,0.7754,0.35,0.88,0.92,0.9769512403745947,0.5369357521136633,0.9425441274567009
225,0.79,0.86,0.93,0.29,0.93,0.92,0.8547,0.4613,0.7844,0.42,0.89,0.92,0.9771642582262179,0.586238568274292,0.9432191295626292
226,0.68,0.85,0.93,0.27,0.92,0.92,0.8554,0.411,0.7793,0.39,0.89,0.92,0.9770730603802396,0.5254483605456503,0.9418398271452392
227,0.75,0.85,0.93,0.29,0.92,0.92,0.8533,0.4479,0.7806,0.42,0.89,0.92,0.9770321273201228,0.5712599019336964,0.9427751842981493
228,0.72,0.85,0.93,0.26,0.93,0.92,0.8533,0.4136,0.7791,0.38,0.89,0.92,0.9774410236461772,0.548064016905901,0.9428144862846127
229,0.7,0.85,0.93,0.24,0.92,0.92,0.854,0.3949,0.7775,0.36,0.89,0.92,0.9770258328279938,0.536506661707885,0.9427760492076609
230,0.75,0.85,0.93,0.26,0.93,0.92,0.8561,0.4296,0.7827,0.39,0.89,0.92,0.9771693786249569,0.5774589268474384,0.9425311020509596
231,0.75,0.85,0.93,0.26,0.93,0.92,0.8547,0.4226,0.7807,0.38,0.89,0.92,0.9768451161094737,0.5404257187973109,0.940940688726562
232,0.81,0.86,0.93,0.33,0.92,0.92,0.854,0.4997,0.7862,0.47,0.89,0.92,0.9769821648598375,0.6218915212469617,0.9435767241765401
233,0.71,0.86,0.93,0.29,0.92,0.92,0.8576,0.4355,0.7826,0.41,0.89,0.92,0.977155808344981,0.5857743469410752,0.942409298617648
234,0.73,0.86,0.93,0.35,0.92,0.92,0.8597,0.4853,0.7889,0.47,0.89,0.93,0.9771100571476761,0.617280558791649,0.9428583043385763
235,0.81,0.85,0.93,0.28,0.93,0.92,0.8568,0.4643,0.786,0.42,0.89,0.92,0.9772029172728518,0.5842926616082926,0.9430183079517258
236,0.8,0.86,0.93,0.35,0.92,0.92,0.854,0.5136,0.7872,0.49,0.89,0.92,0.9771598181862958,0.6143142128735094,0.9421597673718872
237,0.8,0.86,0.93,0.31,0.93,0.92,0.8568,0.4808,0.7899,0.45,0.89,0.92,0.9771442507069087,0.6174731820181585,0.9423649018273308
238,0.8,0.85,0.93,0.3,0.93,0.92,0.8547,0.4726,0.783,0.43,0.89,0.92,0.9772230744482039,0.6123981499981449,0.9428092881541876
239,0.77,0.85,0.93,0.29,0.93,0.92,0.8547,0.4568,0.781,0.42,0.89,0.92,0.9768408540585615,0.5921331860304871,0.9426701633263997
240,0.71,0.85,0.93,0.22,0.92,0.92,0.8568,0.3814,0.7756,0.34,0.88,0.92,0.9769169080673368,0.5490438077958406,0.941510636440066
241,0.71,0.85,0.92,0.26,0.92,0.92,0.8512,0.4093,0.7742,0.38,0.88,0.92,0.9766292329372178,0.5580289228681707,0.9417875497646299
242,0.78,0.85,0.93,0.25,0.92,0.92,0.8547,0.425,0.7796,0.38,0.89,0.92,0.9767793399854673,0.5611200691135786,0.9421307563827619
243,0.77,0.86,0.93,0.33,0.92,0.92,0.8561,0.4866,0.7859,0.46,0.89,0.92,0.9769934587269176,0.616789033332333,0.9433839735045276
244,0.73,0.85,0.93,0.29,0.92,0.92,0.854,0.4437,0.7779,0.42,0.89,0.92,0.9767960983112584,0.580047459699625,0.9413751572789901
245,0.74,0.85,0.93,0.26,0.92,0.92,0.8533,0.425,0.776,0.39,0.89,0.92,0.9766979874444794,0.5427547050381728,0.9414823749781193
246,0.77,0.85,0.93,0.28,0.92,0.92,0.854,0.4501,0.7793,0.41,0.89,0.92,0.9771112562598365,0.591513620470977,0.9420415678342023
247,0.73,0.85,0.93,0.24,0.92,0.92,0.8533,0.4037,0.7769,0.36,0.89,0.92,0.9767502842961308,0.5611913131938931,0.9420334473289594
248,0.83,0.86,0.93,0.36,0.92,0.92,0.8568,0.5344,0.7915,0.5,0.89,0.92,0.9770986868748174,0.6274578982105002,0.9437704466242293
249,0.8,0.85,0.93,0.29,0.92,0.92,0.8554,0.466,0.7815,0.43,0.89,0.92,0.9768592847940665,0.6065689352068948,0.9422507346627764
250,0.74,0.85,0.93,0.28,0.92,0.92,0.8533,0.4412,0.7785,0.41,0.89,0.92,0.9770745939630288,0.5580082124676198,0.9423971530827884
251,0.78,0.86,0.93,0.34,0.92,0.92,0.8554,0.4971,0.7865,0.47,0.89,0.92,0.9768150794720774,0.6033925204303364,0.9432241083109976
252,0.77,0.85,0.93,0.29,0.92,0.92,0.8554,0.4568,0.7814,0.42,0.89,0.92,0.9769603780876416,0.574205955772203,0.9418789714584241
253,0.79,0.85,0.93,0.28,0.92,0.92,0.854,0.4527,0.78,0.41,0.89,0.92,0.9769121536065326,0.5821893219185973,0.9423866532734058
254,0.8,0.86,0.93,0.31,0.93,0.92,0.8568,0.4808,0.7871,0.45,0.89,0.92,0.9766681569694565,0.6081102961107663,0.9429803064898445
255,0.84,0.86,0.93,0.34,0.92,0.92,0.8526,0.5211,0.7861,0.49,0.89,0.92,0.976753319197688,0.6203025783911917,0.9422984393020093
256,0.77,0.86,0.93,0.27,0.92,0.92,0.859,0.4411,0.7835,0.4,0.89,0.93,0.9766695891573267,0.5607541067674544,0.9404255938987344
257,0.78,0.85,0.93,0.28,0.93,0.92,0.854,0.448,0.7797,0.41,0.89,0.92,0.9764955088267675,0.5524940920248984,0.9417921936727579
258,0.79,0.86,0.93,0.34,0.92,0.92,0.8604,0.5032,0.7908,0.48,0.89,0.93,0.9767689476793594,0.5876096438059647,0.9447082504068495
259,0.77,0.85,0.93,0.29,0.93,0.92,0.8576,0.4568,0.7837,0.42,0.89,0.92,0.9766076637285379,0.5789412216000595,0.9433934757585547
260,0.76,0.85,0.93,0.25,0.93,0.92,0.8597,0.4202,0.7827,0.38,0.89,0.93,0.9765988374116703,0.5588139889810163,0.9425731472672889
261,0.77,0.85,0.93,0.29,0.93,0.92,0.8568,0.4568,0.7831,0.42,0.89,0.92,0.9766902298345214,0.575334293488549,0.942493230707442
262,0.78,0.85,0.93,0.28,0.93,0.92,0.8561,0.448,0.7817,0.41,0.89,0.92,0.9766957033372707,0.5780223432682213,0.9430865921314768
263,0.75,0.85,0.93,0.26,0.93,0.92,0.859,0.4226,0.7817,0.38,0.89,0.93,0.9770955769968571,0.5444609508385939,0.9425744834952507
264,0.76,0.86,0.93,0.29,0.93,0.92,0.8597,0.4523,0.785,0.42,0.89,0.93,0.9765667237116651,0.5650821558566752,0.943096551295886
265,0.77,0.86,0.93,0.29,0.92,0.92,0.8554,0.4568,0.7825,0.42,0.89,0.92,0.9766696211234145,0.5889462612545687,0.942663271515142
266,0.72,0.85,0.93,0.24,0.92,0.92,0.8576,0.3964,0.7787,0.36,0.89,0.92,0.9765983122146248,0.5484976661266188,0.9422861943914961
267,0.81,0.86,0.93,0.36,0.92,0.92,0.8583,0.5256,0.7914,0.5,0.89,0.93,0.9766099537377417,0.6137521346162592,0.9429761128931969
268,0.77,0.86,0.93,0.3,0.92,0.92,0.8568,0.4654,0.7847,0.43,0.89,0.92,0.9768624900720783,0.5768812679029935,0.9433206537194447
269,0.78,0.86,0.93,0.28,0.93,0.92,0.8632,0.448,0.7888,0.41,0.89,0.93,0.9764272586415946,0.550029844743341,0.9412449215844975
270,0.73,0.85,0.93,0.26,0.93,0.92,0.8583,0.4206,0.7817,0.39,0.89,0.92,0.976183346823344,0.5410059926429998,0.9422871498226161
271,0.81,0.86,0.93,0.34,0.93,0.92,0.859,0.5059,0.7904,0.47,0.89,0.93,0.9762502126461083,0.5892809744161223,0.942525012868338
272,0.77,0.86,0.93,0.31,0.92,0.92,0.8568,0.4719,0.7855,0.44,0.89,0.92,0.9764025687346725,0.5936581702226856,0.9438055193294046
273,0.75,0.86,0.93,0.25,0.93,0.92,0.8604,0.4155,0.7836,0.37,0.89,0.93,0.9762308854208255,0.5609986292324514,0.9422415790773702
274,0.78,0.86,0.93,0.28,0.93,0.92,0.8625,0.448,0.788,0.41,0.89,0.93,0.9765735141122756,0.5719317168476629,0.9424977787656033
275,0.78,0.86,0.93,0.32,0.92,0.92,0.8547,0.4846,0.7832,0.46,0.89,0.92,0.9766694313384103,0.5788441791858844,0.9428220800951717
276,0.78,0.86,0.93,0.34,0.92,0.92,0.8604,0.499,0.7915,0.47,0.89,0.93,0.9764219125439445,0.590530720627872,0.943492159418417
277,0.8,0.86,0.93,0.31,0.93,0.92,0.8597,0.4808,0.7882,0.45,0.89,0.93,0.9762124374763158,0.597801236684823,0.9425069429367278
278,0.78,0.86,0.93,0.28,0.93,0.92,0.8597,0.448,0.7865,0.41,0.89,0.93,0.9764721122514285,0.5913873272776892,0.9417428720566536
279,0.78,0.86,0.93,0.33,0.93,0.92,0.8625,0.4909,0.7916,0.46,0.89,0.93,0.9766357642110154,0.5671691817135343,0.942093676450114
280,0.75,0.86,0.93,0.26,0.93,0.92,0.8618,0.4296,0.7865,0.39,0.89,0.93,0.9764093058637741,0.5782435233690005,0.9432788456570245
281,0.81,0.86,0.93,0.34,0.93,0.92,0.8611,0.5059,0.7922,0.47,0.89,0.93,0.9767176297979303,0.6017597536085604,0.9429069707174688
282,0.72,0.86,0.93,0.27,0.92,0.92,0.8576,0.4233,0.7805,0.39,0.89,0.92,0.9762892284765157,0.5626413730329639,0.9427732314198014
283,0.77,0.86,0.93,0.32,0.92,0.92,0.8597,0.4803,0.7901,0.45,0.89,0.93,0.9760212841539322,0.56694987609692,0.9414465043178549
284,0.78,0.86,0.93,0.3,0.93,0.92,0.8604,0.4699,0.7892,0.44,0.89,0.93,0.9762368104279017,0.592661365515371,0.9430803612992048
285,0.82,0.87,0.93,0.36,0.92,0.92,0.8597,0.5299,0.7934,0.5,0.89,0.93,0.9761967727748052,0.6262868393591784,0.9443593650496032
286,0.79,0.86,0.93,0.32,0.93,0.92,0.8604,0.489,0.7897,0.46,0.89,0.93,0.9764912509590894,0.5881002476289662,0.9421782361069808
287,0.78,0.86,0.93,0.3,0.93,0.92,0.8604,0.4634,0.7885,0.43,0.89,0.93,0.975934189952595,0.579355946846876,0.9418584850430008
288,0.77,0.86,0.93,0.28,0.92,0.92,0.859,0.4501,0.7827,0.41,0.89,0.93,0.9764987364638212,0.5649700414902378,0.9417883614097189
289,0.79,0.86,0.93,0.35,0.92,0.92,0.859,0.5093,0.7899,0.48,0.89,0.93,0.9766507633099769,0.5971044213736042,0.9431932564703078
290,0.78,0.86,0.93,0.32,0.92,0.92,0.8576,0.4846,0.7861,0.46,0.89,0.92,0.9763487415408653,0.5729056039507865,0.9421653804332958
291,0.82,0.86,0.93,0.36,0.92,0.92,0.8597,0.524,0.7927,0.5,0.89,0.93,0.9762040891477598,0.614818951204446,0.9421306982158242
292,0.76,0.86,0.93,0.34,0.93,0.92,0.8632,0.4887,0.7929,0.47,0.89,0.93,0.9761168289467633,0.5918849550478574,0.9427072061478583
293,0.79,0.86,0.93,0.32,0.92,0.92,0.8576,0.489,0.7865,0.46,0.89,0.92,0.9761535175252092,0.597081871778201,0.9425556686898267
294,0.8,0.86,0.93,0.35,0.92,0.92,0.8568,0.5136,0.7887,0.49,0.89,0.92,0.9761604623795376,0.60921723776483,0.9412634528026785
295,0.78,0.86,0.93,0.3,0.92,0.92,0.8576,0.4699,0.7847,0.44,0.89,0.92,0.9763504791331304,0.609551347344257,0.9436086827696781
296,0.76,0.86,0.93,0.28,0.92,0.92,0.8576,0.4433,0.782,0.41,0.89,0.92,0.976746442173808,0.5853865611079306,0.9426326992814243
297,0.77,0.86,0.93,0.32,0.93,0.92,0.8604,0.4803,0.7882,0.45,0.89,0.93,0.9764367774846076,0.5998436045171441,0.943478705636736
298,0.81,0.86,0.93,0.32,0.93,0.92,0.8611,0.4918,0.7913,0.45,0.89,0.93,0.9764390006892538,0.5907140973966131,0.94356513292186
299,0.8,0.87,0.93,0.36,0.92,0.92,0.8597,0.5213,0.7934,0.5,0.89,0.93,0.9763849529756089,0.6267510695003179,0.9441863894182476
300,0.81,0.86,0.93,0.36,0.93,0.92,0.859,0.5256,0.7922,0.5,0.89,0.93,0.9765388936798751,0.6330764869714411,0.9450149847475825
301,0.81,0.86,0.93,0.37,0.93,0.92,0.8597,0.5314,0.7949,0.51,0.89,0.93,0.9757981343777564,0.6495967894350024,0.9432479756768911
302,0.8,0.87,0.93,0.36,0.92,0.92,0.8597,0.5213,0.7934,0.5,0.89,0.93,0.9763026420657573,0.6308271533175973,0.9448506362149208
303,0.8,0.87,0.93,0.38,0.92,0.92,0.859,0.533,0.7926,0.51,0.89,0.93,0.976158303917028,0.6231960920101902,0.9446827659208556
304,0.76,0.86,0.93,0.32,0.92,0.92,0.8597,0.474,0.788,0.45,0.89,0.93,0.976440235149365,0.557889693533727,0.9428034413749825
305,0.82,0.86,0.93,0.36,0.92,0.92,0.8597,0.5299,0.7934,0.5,0.89,0.93,0.9768622909607664,0.6340375046387845,0.9449938441507494
306,0.79,0.87,0.93,0.39,0.92,0.92,0.8611,0.5364,0.796,0.52,0.89,0.93,0.9766487740853921,0.6329526857421172,0.9443053344134273
307,0.76,0.86,0.93,0.33,0.92,0.92,0.8576,0.4825,0.785,0.46,0.89,0.92,0.9762910845964633,0.6016975614382751,0.9434362921065625
308,0.8,0.86,0.93,0.34,0.92,0.92,0.8561,0.5014,0.7865,0.47,0.89,0.92,0.9761350665710503,0.5915977537140173,0.9423262245331123
309,0.75,0.86,0.93,0.32,0.92,0.92,0.859,0.4698,0.7853,0.44,0.89,0.93,0.9765640651026614,0.5797746114697433,0.9433130667157689
310,0.8,0.86,0.93,0.32,0.93,0.92,0.8576,0.4872,0.787,0.45,0.89,0.92,0.9760217487771448,0.5834120554015737,0.9424992238856
311,0.76,0.86,0.93,0.32,0.92,0.92,0.8583,0.474,0.7866,0.45,0.89,0.93,0.976082472665289,0.5898090514055475,0.9434466723386268
312,0.77,0.86,0.93,0.32,0.93,0.92,0.8597,0.4803,0.7902,0.45,0.89,0.93,0.9767337914841207,0.597484059943006,0.9430746987080393
313,0.78,0.86,0.93,0.28,0.92,0.92,0.8583,0.4547,0.7841,0.42,0.89,0.93,0.976099642489636,0.563871877828264,0.9416372203884662
314,0.78,0.86,0.93,0.34,0.92,0.92,0.8618,0.499,0.7915,0.47,0.89,0.93,0.9765765062609265,0.5935082192194223,0.9433150354402045
315,0.78,0.86,0.93,0.37,0.92,0.92,0.859,0.5189,0.7906,0.5,0.89,0.93,0.9764608615012506,0.6207754541576139,0.9442013914631883
316,0.79,0.86,0.93,0.34,0.93,0.92,0.859,0.5032,0.7896,0.48,0.89,0.93,0.9764147438236872,0.6024895987693456,0.9429153152389427
317,0.79,0.86,0.93,0.32,0.92,0.92,0.8561,0.489,0.7854,0.46,0.89,0.92,0.9766659508454325,0.5978996911284802,0.943038491902398
318,0.79,0.86,0.93,0.35,0.93,0.92,0.8583,0.5093,0.7896,0.48,0.89,0.92,0.9763028261741422,0.6161772531726211,0.9435482213371728
319,0.79,0.86,0.93,0.36,0.92,0.92,0.8568,0.5171,0.7899,0.5,0.89,0.92,0.9760999553310954,0.6146476163311738,0.9435609028462268
320,0.74,0.86,0.93,0.35,0.92,0.92,0.8576,0.4891,0.7879,0.47,0.89,0.92,0.9762017979123837,0.5783795777813732,0.9426866199158621
321,0.76,0.86,0.93,0.37,0.92,0.92,0.8583,0.511,0.7884,0.5,0.89,0.92,0.9760061047819668,0.6116206533749068,0.9428895589647879
322,0.77,0.86,0.93,0.38,0.92,0.92,0.8561,0.5208,0.7877,0.5,0.89,0.92,0.9763738980363725,0.6191963832551559,0.9441721526398852
323,0.76,0.86,0.93,0.36,0.92,0.92,0.8576,0.509,0.7878,0.49,0.89,0.92,0.9764335018081806,0.6201505657034386,0.9439541633420897
324,0.76,0.86,0.93,0.36,0.92,0.92,0.8561,0.503,0.7856,0.48,0.89,0.92,0.9764617069897694,0.6066533669716266,0.9448086417860947
325,0.76,0.86,0.93,0.36,0.92,0.92,0.8576,0.509,0.7876,0.49,0.89,0.92,0.976258724809554,0.6174386658443003,0.9452346482062395
326,0.75,0.86,0.93,0.34,0.92,0.92,0.854,0.4908,0.7838,0.47,0.89,0.92,0.9761119013561352,0.6066560524336749,0.9437866215909481
327,0.76,0.86,0.93,0.38,0.92,0.92,0.8561,0.5228,0.7877,0.51,0.89,0.92,0.9762192686188521,0.6174357871890607,0.9456897229775321
328,0.78,0.87,0.93,0.38,0.92,0.92,0.8561,0.5248,0.791,0.51,0.89,0.92,0.9760466079097905,0.6392856789774647,0.945400997707882
329,0.78,0.86,0.93,0.39,0.92,0.92,0.8547,0.5382,0.7882,0.52,0.89,0.92,0.9761624296510499,0.6269706732287943,0.9449396771962345
330,0.73,0.86,0.93,0.34,0.92,0.92,0.8554,0.4767,0.7831,0.46,0.89,0.92,0.9764812720612147,0.573330648508537,0.9438926281973982
331,0.71,0.86,0.93,0.34,0.92,0.92,0.8568,0.4754,0.7834,0.46,0.89,0.92,0.976235757314235,0.5578070897750254,0.9441829135682773
332,0.77,0.86,0.93,0.36,0.92,0.92,0.8568,0.513,0.7877,0.49,0.89,0.92,0.976464346406158,0.6147090436768967,0.9444289988605262
333,0.74,0.86,0.93,0.32,0.92,0.92,0.8526,0.4657,0.7782,0.44,0.89,0.92,0.9760903462211438,0.5700140160244948,0.9420920297317983
334,0.78,0.86,0.93,0.36,0.92,0.92,0.8561,0.5111,0.7871,0.49,0.89,0.92,0.9760113811940461,0.6005373721005658,0.9447662270292673
335,0.76,0.86,0.93,0.34,0.92,0.92,0.854,0.4887,0.7821,0.47,0.89,0.92,0.9763773056646646,0.5738529444566021,0.944356855860877
336,0.75,0.86,0.93,0.35,0.92,0.92,0.8547,0.493,0.7828,0.48,0.89,0.92,0.9760138064428289,0.5832042417064326,0.9439304305130884
337,0.72,0.86,0.93,0.32,0.92,0.92,0.8561,0.4578,0.7814,0.44,0.89,0.92,0.9758694379839709,0.567732877091602,0.9427396311594121
338,0.78,0.86,0.93,0.38,0.92,0.92,0.8561,0.5306,0.789,0.51,0.89,0.92,0.9762567399832708,0.6247126974957964,0.9450976282991782
339,0.73,0.86,0.93,0.35,0.92,0.92,0.8526,0.4853,0.7807,0.47,0.89,0.92,0.9764719802941358,0.566519389533847,0.9444997872832814
340,0.8,0.86,0.93,0.39,0.92,0.92,0.8554,0.5405,0.7899,0.52,0.89,0.92,0.9762021821818254,0.6439424536178538,0.9450056613475668
341,0.79,0.86,0.93,0.34,0.92,0.92,0.8568,0.5032,0.7872,0.48,0.89,0.92,0.9762497621803449,0.5968976561215796,0.9431853258791855
342,0.73,0.86,0.93,0.31,0.92,0.92,0.8561,0.4593,0.7822,0.44,0.89,0.92,0.9762272263329171,0.5713552049062389,0.943491443491365
343,0.79,0.87,0.93,0.37,0.92,0.92,0.8597,0.523,0.7934,0.5,0.89,0.93,0.9762256509683884,0.6189052471892795,0.943676101112666
344,0.77,0.86,0.93,0.35,0.92,0.92,0.859,0.501,0.7899,0.48,0.89,0.93,0.9761734210201964,0.6068247446546031,0.9439424015854458
345,0.78,0.86,0.93,0.36,0.92,0.92,0.859,0.5111,0.7899,0.49,0.89,0.93,0.9764377247592495,0.5663101787974449,0.9440942187238647
346,0.78,0.86,0.93,0.34,0.92,0.92,0.8561,0.4971,0.7858,0.47,0.89,0.92,0.9766973027635326,0.5852218320128314,0.943787508347159
347,0.78,0.86,0.93,0.34,0.92,0.92,0.8604,0.499,0.7899,0.47,0.89,0.93,0.9760118264541896,0.5623816542721588,0.9424742148459464
348,0.79,0.86,0.93,0.38,0.92,0.92,0.8547,0.5289,0.789,0.51,0.89,0.92,0.9764749244017346,0.6097839913918182,0.9453429165411008
