Model,Neutral MCC,GOF MCC,LOF MCC
151,0.8519,0.3501,0.7709
18,0.8476,0.3498,0.7321
7,0.8349,0.3489,0.6658
102,0.8519,0.3486,0.7664
8,0.8299,0.3472,0.6645
167,0.8533,0.3456,0.7712
188,0.854,0.3424,0.7699
103,0.8498,0.342,0.7675
159,0.8526,0.342,0.7706
19,0.8441,0.3416,0.7292
192,0.8505,0.3409,0.7682
16,0.8377,0.3398,0.7335
156,0.8519,0.3384,0.7702
154,0.8547,0.3384,0.7759
158,0.854,0.3375,0.7714
9,0.8335,0.3355,0.6802
131,0.8498,0.3334,0.7676
160,0.8519,0.3289,0.7685
98,0.8505,0.3248,0.7664
152,0.8576,0.3208,0.7741
96,0.8526,0.3207,0.7658
161,0.8526,0.3206,0.7689
108,0.8505,0.3184,0.7632
149,0.8547,0.3175,0.772
93,0.8533,0.3086,0.7646
92,0.854,0.3078,0.7629
155,0.8491,0.2995,0.766
15,0.8427,0.2976,0.7264
4,0.7498,0.2825,0.5943
97,0.8505,0.2651,0.76
51,0.8512,0.2539,0.7465
3,0.6544,0.2517,0.5489
83,0.8505,0.2505,0.7583
1,0.6505,0.2474,0.5499
2,0.6505,0.2474,0.5499
94,0.854,0.246,0.7599
5,0.7601,0.2354,0.6325
89,0.854,0.2328,0.762
86,0.8512,0.2267,0.7603
91,0.8512,0.2247,0.756
95,0.8512,0.2203,0.7538
87,0.8519,0.2171,0.7582
85,0.8526,0.2143,0.759
84,0.8484,0.1981,0.754
88,0.8526,0.1941,0.7539
90,0.8561,0.1901,0.758
52,0.8533,0.1859,0.7459
99,0.8519,0.1821,0.7553
53,0.8526,0.1818,0.7394
59,0.8576,0.1717,0.7552
77,0.8512,0.1717,0.7464
70,0.8526,0.1717,0.7519
80,0.8547,0.168,0.7522
67,0.8554,0.1659,0.7482
76,0.8512,0.1658,0.7514
64,0.8632,0.1627,0.7603
66,0.8533,0.1605,0.7497
69,0.8484,0.1595,0.7457
72,0.849,0.1571,0.7457
71,0.8498,0.1555,0.7442
81,0.8519,0.1553,0.7503
82,0.8477,0.1541,0.7429
68,0.8505,0.1499,0.7467
61,0.8526,0.1462,0.7478
63,0.8547,0.1444,0.7508
78,0.8512,0.1444,0.7457
62,0.8519,0.1425,0.747
65,0.8526,0.139,0.7504
54,0.8547,0.139,0.7483
79,0.8505,0.1386,0.7445
58,0.8569,0.1373,0.751
74,0.8491,0.1357,0.744
55,0.8533,0.135,0.7456
73,0.8533,0.134,0.7447
57,0.8583,0.1298,0.7497
56,0.8555,0.1254,0.7469
60,0.8512,0.1157,0.744
75,0.8512,0.1141,0.746
