Model,GOF F1,LOF F1,Neutral F1
423,0.61,0.89,0.92
424,0.56,0.89,0.92
425,0.59,0.89,0.92
426,0.56,0.89,0.92
427,0.57,0.9,0.92
428,0.59,0.9,0.93
429,0.56,0.89,0.92
430,0.58,0.9,0.92
431,0.58,0.9,0.92
432,0.57,0.89,0.92
433,0.57,0.89,0.92
434,0.57,0.9,0.92
435,0.55,0.89,0.92
436,0.57,0.89,0.92
437,0.58,0.89,0.92
438,0.57,0.89,0.92
439,0.57,0.89,0.92
440,0.58,0.9,0.93
441,0.61,0.9,0.93
442,0.59,0.9,0.92
443,0.59,0.9,0.92
444,0.57,0.9,0.93
445,0.58,0.9,0.92
446,0.59,0.9,0.93
447,0.56,0.9,0.93
448,0.55,0.9,0.93
449,0.58,0.9,0.92
450,0.58,0.9,0.93
451,0.6,0.9,0.92
452,0.58,0.9,0.92
453,0.61,0.9,0.92
454,0.55,0.9,0.93
455,0.59,0.9,0.92
456,0.62,0.9,0.92
457,0.58,0.9,0.92
458,0.54,0.89,0.92
459,0.59,0.9,0.93
460,0.58,0.9,0.93
461,0.57,0.9,0.92
462,0.57,0.9,0.93
463,0.58,0.9,0.93
464,0.57,0.9,0.92
465,0.56,0.9,0.92
466,0.57,0.9,0.93
467,0.54,0.89,0.92
468,0.58,0.9,0.93
469,0.6,0.9,0.93
470,0.59,0.9,0.93
471,0.57,0.9,0.92
472,0.58,0.9,0.93
473,0.56,0.9,0.93
474,0.58,0.9,0.92
475,0.58,0.9,0.92
476,0.55,0.89,0.92
477,0.57,0.9,0.93
478,0.55,0.9,0.93
479,0.53,0.9,0.93
480,0.57,0.9,0.93
481,0.57,0.9,0.92
482,0.58,0.9,0.93
483,0.58,0.9,0.92
484,0.57,0.9,0.93
485,0.58,0.9,0.93
486,0.56,0.89,0.92
487,0.56,0.9,0.93
488,0.56,0.9,0.93
489,0.57,0.9,0.93
490,0.56,0.9,0.93
491,0.58,0.9,0.93
492,0.57,0.9,0.93
493,0.55,0.9,0.93
494,0.56,0.89,0.92
495,0.57,0.9,0.93
496,0.56,0.9,0.93
497,0.57,0.9,0.93
498,0.54,0.9,0.93
499,0.5,0.89,0.92
