Model,Precision
333,0.8980155136080598
317,0.8980171460178488
188,0.8980644760969823
129,0.8980772070109453
453,0.8980791924911298
190,0.8981505394534324
332,0.8981754274982724
281,0.8981874099082079
217,0.8982207042270411
131,0.8982442310722094
322,0.8982506528867902
373,0.898263445186118
130,0.8982869292678947
441,0.8983012503865664
245,0.8983176158362379
144,0.8983558576013276
456,0.8983751255374673
330,0.8983882374901302
149,0.8983994473575049
366,0.8984072298451145
325,0.8984409502299807
143,0.8984848681874922
364,0.8985978505469687
213,0.8986052993897851
210,0.8986073487507549
222,0.8986711663514009
109,0.8986765313808062
122,0.8986895928696091
161,0.8987817748237095
215,0.8988358436938555
470,0.8989390585052849
343,0.8989391519631178
150,0.8989813151384415
194,0.8989922754120007
204,0.8989992293146958
123,0.8990982105204847
174,0.8991287987501213
153,0.899130374277115
128,0.8991525291758485
212,0.8991737036250715
205,0.8992053160424922
301,0.8992338101626811
136,0.8992398036297927
320,0.8992407132843464
138,0.8993036530239266
371,0.8994058915761465
331,0.8994541755780843
298,0.8994765540820797
244,0.8995080871014153
127,0.8995154293348653
297,0.8995484541955463
189,0.8995705713188465
158,0.8995911401630574
218,0.899626855378726
111,0.899664361994693
368,0.8996866534053677
206,0.8997305994858007
223,0.8997638420585861
119,0.8998016458084792
284,0.8998289795523953
152,0.8998349827636468
211,0.8998825455545316
354,0.8998889527095003
307,0.8999050681053506
316,0.8999785980215601
133,0.900008209607209
221,0.900026007516491
249,0.9000299622783643
311,0.9001108789764464
323,0.9001395635402738
140,0.9001413200907896
292,0.9001503346792513
219,0.9001842126314641
360,0.9002363279053779
146,0.9002485680712001
139,0.9002632633227104
246,0.9002935473542812
345,0.9002976788746291
147,0.9003089088103698
239,0.9003368028884462
279,0.9003800197635917
241,0.9003848778281404
247,0.9004159150828992
226,0.9005128754607445
224,0.9005388153530242
287,0.9005445473839835
310,0.9005446497982159
304,0.9006351792848732
303,0.9006822110882912
259,0.9007188575154201
126,0.9007221201245816
232,0.9007813476543478
286,0.9008004412647392
369,0.9008877871788848
306,0.9008881635279
135,0.9010319257267264
257,0.9010335074879572
236,0.901067589750616
225,0.9010692120101184
264,0.9011044514958568
132,0.9011126333054872
278,0.901124307017049
112,0.9011565914142692
235,0.901163425681927
361,0.9012070672011788
227,0.9012648816292558
137,0.9012994809585252
252,0.901335931792316
248,0.9013582848526638
134,0.9014317263080932
288,0.9015229821532024
113,0.901591873889222
296,0.9016570708015592
220,0.9017115493338668
250,0.901720779728308
142,0.9018271012003198
233,0.9019765430934624
295,0.902055769679254
148,0.9022044422657316
238,0.902257205231756
243,0.9023862450573368
268,0.9024011929134084
237,0.9024644076848952
291,0.9025281543098124
242,0.9025428647829998
231,0.9025584873173638
229,0.9026055760902288
228,0.9026351064707911
280,0.9026365975741476
234,0.9026428809268636
299,0.9027559999569938
267,0.9027639191692618
273,0.902860977420963
254,0.9029041095448994
240,0.902907358798416
253,0.903019510413027
262,0.9030685754428758
141,0.9032417028293588
272,0.9032594229140238
230,0.903263599666694
305,0.9032948016224444
324,0.9033813164035832
251,0.9035793894151372
265,0.9036389998751626
277,0.9037157861685072
274,0.9037688499239664
258,0.903798244137528
283,0.9038671273679634
261,0.9039959642120527
260,0.9040316535261856
290,0.904054386107598
302,0.9040783177396696
255,0.9042858033269984
276,0.9043703234187568
271,0.904384649342096
263,0.904414037535598
275,0.9044726478714994
300,0.9045656957200584
266,0.9046839554116216
294,0.9047635158741708
293,0.9050040432421124
270,0.9051878493217772
256,0.9053812938374192
269,0.9061970835556674
