Model,ROC_AUC_Score
294,0.9460412514781544
430,0.9460574336857044
489,0.9460747886144136
257,0.946083163884598
442,0.9460904672668654
412,0.9460928395980476
269,0.9461725595813238
305,0.9461794467973016
413,0.9461990500017504
421,0.9462049912185858
393,0.9462057624401088
250,0.946211297268424
373,0.94623308091534
280,0.946257262560082
370,0.9462942048043654
357,0.946310486011826
409,0.9463307974934102
383,0.9463786627277904
361,0.9464252586855432
376,0.9464580151280664
374,0.946496110843526
405,0.9465198103220386
258,0.9465424360793024
422,0.94656528550303
386,0.9466336950521164
369,0.946650983369775
366,0.9466761715136044
388,0.946757089884683
381,0.9467665040428144
380,0.946768420485521
375,0.9468161671644528
415,0.9468176546075489
256,0.9468361370352358
394,0.946897327535312
391,0.946930208949944
400,0.9469491448216644
379,0.9469513478752224
401,0.9470453507344376
254,0.9470716211550636
387,0.9470732894868842
420,0.9471602401302712
404,0.9471624688504728
419,0.947171252342509
414,0.9472237112949462
417,0.94724951849377
395,0.947354358176493
411,0.9474806093398032
390,0.9475468152242208
408,0.9476061668926308
382,0.9476335409789228
368,0.947931066264722
416,0.9479442314194524
389,0.948167107717378
