Model,F1_Score
439,0.8909483571534332
303,0.8909577226532032
9,0.8909577226532032
205,0.8909850862756084
336,0.8910078560292604
106,0.8910123004576408
435,0.8910230361093494
464,0.8910286754008196
384,0.891063826837883
291,0.8910860853675208
275,0.8910860853675208
222,0.8910860853675208
27,0.8910860853675208
473,0.8910933591852698
193,0.8910953897691017
434,0.8911061035119027
467,0.8911122765960873
302,0.8911217855750904
325,0.891141892180754
199,0.8911514645938398
378,0.8911514645938398
158,0.8911623081347996
442,0.8911795676628651
383,0.8911971969466693
379,0.8912063990170203
488,0.8912174038305786
220,0.8912209746131451
107,0.8912217098461243
170,0.8912302182060086
466,0.891237256760076
253,0.8912454958561546
361,0.8912650227049079
265,0.8913015778984027
247,0.8913183855236481
197,0.8913192726721909
371,0.8913201446941723
215,0.8913288968431718
177,0.8913530621036383
468,0.8913668564894094
359,0.8914205242237305
5,0.8914299743940991
224,0.8914393331789404
272,0.8914393331789404
208,0.8914393331789404
363,0.8914561214738491
227,0.8914646548097537
191,0.8914656844915266
368,0.8914751562780528
33,0.8915108610077781
239,0.8915156351290645
165,0.8915223127595001
354,0.891531750366591
149,0.8915834560666961
11,0.8915925706625659
3,0.8916033845831849
138,0.8916099567559886
367,0.89165478484817
428,0.8916668974679942
461,0.8916716419398069
382,0.8916992258208242
81,0.8917481337969854
79,0.8917738322535851
344,0.8917832450489103
340,0.8917832450489103
343,0.8917832450489103
341,0.8917832450489103
342,0.8917832450489103
319,0.8918285129782252
475,0.8918285129782252
2,0.8919145809108111
328,0.8919275106301657
338,0.8919436099947327
42,0.891952057777491
43,0.8919611285923895
360,0.89196244797134
374,0.8920450769166262
18,0.8921028227706481
51,0.8921062321917407
356,0.8921176592269517
433,0.8921271256601002
38,0.8922210118007756
39,0.8922819338196596
358,0.8922961923173557
463,0.8923268040049648
206,0.8923424456293483
476,0.892352104719486
37,0.8924233172860849
337,0.8924276564493056
369,0.8924897439295668
462,0.8925016789128717
214,0.8926155257812202
477,0.8926162447423979
364,0.8926248030543229
443,0.8926956841420453
350,0.8926980289035605
490,0.892859239658068
17,0.8931194319774323
423,0.8931519473314452
424,0.8931869210097995
481,0.89325909865136
46,0.8933758448523902
